Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 09:00:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 09:01:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 09:02:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 09:03:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 09:04:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 09:05:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 09:06:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 09:07:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 09:08:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 09:09:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 09:10:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 09:11:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 09:12:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 09:13:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 09:14:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 09:15:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 09:16:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 09:17:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 09:18:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 09:19:00
Sometimes,Somewhat Confident,Moderately,Sometimes,Somewhat supported,Moderately well,2025-06-11 10:00:00
Sometimes,Somewhat Confident,Moderately,Sometimes,Somewhat supported,Moderately well,2025-06-11 10:01:00
Sometimes,Somewhat Confident,Moderately,Sometimes,Somewhat supported,Moderately well,2025-06-11 10:02:00
Sometimes,Somewhat Confident,Moderately,Sometimes,Somewhat supported,Moderately well,2025-06-11 10:03:00
Sometimes,Somewhat Confident,Moderately,Sometimes,Somewhat supported,Moderately well,2025-06-11 10:04:00
Sometimes,Somewhat Confident,Moderately,Sometimes,Somewhat supported,Moderately well,2025-06-11 10:05:00
Sometimes,Somewhat Confident,Moderately,Sometimes,Somewhat supported,Moderately well,2025-06-11 10:06:00
Sometimes,Somewhat Confident,Moderately,Sometimes,Somewhat supported,Moderately well,2025-06-11 10:07:00
Sometimes,Somewhat Confident,Moderately,Sometimes,Somewhat supported,Moderately well,2025-06-11 10:08:00
Sometimes,Somewhat Confident,Moderately,Sometimes,Somewhat supported,Moderately well,2025-06-11 10:09:00
Sometimes,Somewhat Confident,Moderately,Sometimes,Somewhat supported,Moderately well,2025-06-11 10:10:00
Sometimes,Somewhat Confident,Moderately,Sometimes,Somewhat supported,Moderately well,2025-06-11 10:11:00
Sometimes,Somewhat Confident,Moderately,Sometimes,Somewhat supported,Moderately well,2025-06-11 10:12:00
Sometimes,Somewhat Confident,Moderately,Sometimes,Somewhat supported,Moderately well,2025-06-11 10:13:00
Sometimes,Somewhat Confident,Moderately,Sometimes,Somewhat supported,Moderately well,2025-06-11 10:14:00
Sometimes,Somewhat Confident,Moderately,Sometimes,Somewhat supported,Moderately well,2025-06-11 10:15:00
Sometimes,Somewhat Confident,Moderately,Sometimes,Somewhat supported,Moderately well,2025-06-11 10:16:00
Sometimes,Somewhat Confident,Moderately,Sometimes,Somewhat supported,Moderately well,2025-06-11 10:17:00
Sometimes,Somewhat Confident,Moderately,Sometimes,Somewhat supported,Moderately well,2025-06-11 10:18:00
Sometimes,Somewhat Confident,Moderately,Sometimes,Somewhat supported,Moderately well,2025-06-11 10:19:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-11 11:00:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-11 11:01:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-11 11:02:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-11 11:03:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-11 11:04:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-11 11:05:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-11 11:06:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-11 11:07:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-11 11:08:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-11 11:09:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-11 11:10:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-11 11:11:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-11 11:12:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-11 11:13:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-11 11:14:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-11 11:15:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-11 11:16:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-11 11:17:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-11 11:18:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-11 11:19:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-11 11:00:00
Rarely,Very Confident,Not at all,Never,Very supported,Well,2025-06-11 11:01:00
Never,Confident,A little,Never,Supported,Very well,2025-06-11 11:02:00
Rarely,Confident,Not at all,Rarely,Very supported,Well,2025-06-11 11:03:00
Never,Very Confident,Not at all,Never,Supported,Very well,2025-06-11 11:04:00
Rarely,Very Confident,A little,Never,Very supported,Well,2025-06-11 11:05:00
Never,Confident,Not at all,Rarely,Supported,Very well,2025-06-11 11:06:00
Rarely,Confident,Not at all,Never,Very supported,Well,2025-06-11 11:07:00
Never,Very Confident,A little,Never,Very supported,Very well,2025-06-11 11:08:00
Never,Confident,Not at all,Never,Supported,Well,2025-06-11 11:09:00
Rarely,Very Confident,Not at all,Rarely,Very supported,Very well,2025-06-11 11:10:00
Never,Confident,A little,Never,Very supported,Well,2025-06-11 11:11:00
Rarely,Very Confident,Not at all,Never,Supported,Very well,2025-06-11 11:12:00
Never,Confident,Not at all,Rarely,Very supported,Well,2025-06-11 11:13:00
Rarely,Very Confident,A little,Never,Very supported,Very well,2025-06-11 11:14:00
Never,Confident,Not at all,Never,Supported,Well,2025-06-11 11:15:00
Rarely,Very Confident,Not at all,Rarely,Very supported,Very well,2025-06-11 11:16:00
Never,Confident,A little,Never,Very supported,Well,2025-06-11 11:17:00
Rarely,Very Confident,Not at all,Never,Supported,Very well,2025-06-11 11:18:00
Never,Confident,Not at all,Rarely,Very supported,Well,2025-06-11 11:19:00
Sometimes,Somewhat Confident,Moderately,Sometimes,Somewhat supported,Moderately well,2025-06-11 10:00:00
Often,Confident,Moderate,Sometimes,Supported,Well,2025-06-11 10:01:00
Sometimes,Neutral,Quite a bit,Occasionally,Somewhat supported,Moderately well,2025-06-11 10:02:00
Often,Somewhat Confident,Moderately,Sometimes,Supported,Well,2025-06-11 10:03:00
Sometimes,Confident,Moderate,Occasionally,Somewhat supported,Moderately well,2025-06-11 10:04:00
Often,Neutral,Quite a bit,Sometimes,Supported,Well,2025-06-11 10:05:00
Sometimes,Somewhat Confident,Moderately,Occasionally,Somewhat supported,Moderately well,2025-06-11 10:06:00
Often,Confident,Moderate,Sometimes,Supported,Well,2025-06-11 10:07:00
Sometimes,Neutral,Quite a bit,Occasionally,Somewhat supported,Moderately well,2025-06-11 10:08:00
Often,Somewhat Confident,Moderately,Sometimes,Supported,Well,2025-06-11 10:09:00
Sometimes,Confident,Moderate,Occasionally,Somewhat supported,Moderately well,2025-06-11 10:10:00
Often,Neutral,Quite a bit,Sometimes,Supported,Well,2025-06-11 10:11:00
Sometimes,Somewhat Confident,Moderately,Occasionally,Somewhat supported,Moderately well,2025-06-11 10:12:00
Often,Confident,Moderate,Sometimes,Supported,Well,2025-06-11 10:13:00
Sometimes,Neutral,Quite a bit,Occasionally,Somewhat supported,Moderately well,2025-06-11 10:14:00
Often,Somewhat Confident,Moderately,Sometimes,Supported,Well,2025-06-11 10:15:00
Sometimes,Confident,Moderate,Occasionally,Somewhat supported,Moderately well,2025-06-11 10:16:00
Often,Neutral,Quite a bit,Sometimes,Supported,Well,2025-06-11 10:17:00
Sometimes,Somewhat Confident,Moderately,Occasionally,Somewhat supported,Moderately well,2025-06-11 10:18:00
Often,Confident,Moderate,Sometimes,Supported,Well,2025-06-11 10:19:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 09:00:00
Often,Anxious,Quite a bit,Always,Unsure,Poorly,2025-06-11 09:01:00
Always,Anxious,Extremely,Often,Not at all,Very poorly,2025-06-11 09:02:00
Often,Very Anxious,Quite a bit,Always,Unsure,Very poorly,2025-06-11 09:03:00
Always,Anxious,Extremely,Often,Not at all,Poorly,2025-06-11 09:04:00
Often,Very Anxious,Quite a bit,Always,Unsure,Very poorly,2025-06-11 09:05:00
Always,Anxious,Extremely,Often,Not at all,Very poorly,2025-06-11 09:06:00
Often,Very Anxious,Quite a bit,Always,Unsure,Poorly,2025-06-11 09:07:00
Always,Anxious,Extremely,Often,Not at all,Very poorly,2025-06-11 09:08:00
Often,Very Anxious,Quite a bit,Always,Unsure,Very poorly,2025-06-11 09:09:00
Always,Anxious,Extremely,Often,Not at all,Poorly,2025-06-11 09:10:00
Often,Very Anxious,Quite a bit,Always,Unsure,Very poorly,2025-06-11 09:11:00
Always,Anxious,Extremely,Often,Not at all,Very poorly,2025-06-11 09:12:00
Often,Very Anxious,Quite a bit,Always,Unsure,Poorly,2025-06-11 09:13:00
Always,Anxious,Extremely,Often,Not at all,Very poorly,2025-06-11 09:14:00
Often,Very Anxious,Quite a bit,Always,Unsure,Very poorly,2025-06-11 09:15:00
Always,Anxious,Extremely,Often,Not at all,Poorly,2025-06-11 09:16:00
Often,Very Anxious,Quite a bit,Always,Unsure,Very poorly,2025-06-11 09:17:00
Always,Anxious,Extremely,Often,Not at all,Very poorly,2025-06-11 09:18:00
Often,Very Anxious,Quite a bit,Always,Unsure,Poorly,2025-06-11 09:19:00